title,video_url,thumbnail,thumbnail_id,6_way_label,2_way_label
Sheikh Rasheed Big Statement On PMLN Politics | Imran Khan Wins Punjab By Election | Breaking News,https://www.youtube.com/watch?v=Nxi8axatv2Y,https://i.ytimg.com/vi/Nxi8axatv2Y/hqdefault.jpg,Nxi8axatv2Y,manipulated,FALSE
"Sci-Fi Short Film ""Transmission"" | DUST | Online Premiere",https://youtube.com/watch?v=XAOlRrNqu4I,https://i.ytimg.com/vi/XAOlRrNqu4I/sddefault.jpg,XAOlRrNqu4I,manipulated,FALSE
FAKE Professional Sports Bettor Gets EXPOSED | Ep 62,https://www.youtube.com/watch?v=U8gZcsL8_yU,https://i.ytimg.com/vi/U8gZcsL8_yU/hqdefault.jpg,U8gZcsL8_yU,TRUE,TRUE
How Frito-Lay makes potato chips,https://www.youtube.com/watch?v=ws_K9Cxs-uE,https://i.ytimg.com/vi/ws_K9Cxs-uE/hqdefault.jpg,ws_K9Cxs-uE,FALSE,FALSE
Jalay Huey Bartan ll bartan ki safai llبہن کوئی دیگچی کالی ہو گئی ہوتو یہ ٹوٹکہ آزمائو Gharelu Desi,https://www.youtube.com/watch?v=07zJ2zhTWOc,https://i.ytimg.com/vi/07zJ2zhTWOc/maxresdefault.jpg,07zJ2zhTWOc,misleading,FALSE
The 15 Noteworthy Secrets of Elden Ring,https://youtube.com/watch?v=NUcFkpIVEHA,https://i.ytimg.com/vi/NUcFkpIVEHA/sddefault.jpg,TlC23vyqjXw,manipulated,FALSE
DESI PEOPLE ON NEW YEAR | NEW YEAR SPECIAL | 2021,https://youtube.com/watch?v=1d-S13RH1RA,https://i.ytimg.com/vi/1d-S13RH1RA/sddefault.jpg,fLNWeEen35Y,imposter content,FALSE
"$2,400 gold within a year as the Fed deflates &#39;everything bubble&#39; - Rich Checkan",https://www.youtube.com/watch?v=4CasGCDythA,https://i.ytimg.com/vi/4CasGCDythA/hqdefault.jpg,4CasGCDythA,TRUE,TRUE
Creepy Ghost Caught On CCTV Camera | Scary Videos | Horror Stories | Jinn | Bhoot - Woh Kya Hoga,https://youtube.com/watch?v=087nrdkOeys,https://i.ytimg.com/vi/087nrdkOeys/sddefault.jpg,eAbEhukrlOs,manipulated,FALSE
First Ramadan Sad News From Pakistani Papular Actor,https://www.youtube.com/watch?v=dwHyKMt2TKE,https://i.ytimg.com/vi/dwHyKMt2TKE/hqdefault.jpg,dwHyKMt2TKE,imposter content,FALSE
How To Get KHULLA [ Change ] By Karachi Vynz Official,https://youtube.com/watch?v=siSqlfSplKQ,https://i.ytimg.com/vi/siSqlfSplKQ/sddefault.jpg,kuLxz5IrZ6Y,manipulated,FALSE
"Yamaha RX100 New Model - India Launch Confirmed | Yamaha RX-100 Launch Date, Price | New Model RX100",https://youtube.com/watch?v=ndFMPXpPpvI,https://i.ytimg.com/vi/ndFMPXpPpvI/sddefault.jpg,ndFMPXpPpvI,TRUE,TRUE
Smriti Irani speech on women issues | Women security in India | The Mulk,https://youtube.com/watch?v=dGDTGDP3SeM,https://i.ytimg.com/vi/dGDTGDP3SeM/sddefault.jpg,dGDTGDP3SeM,TRUE,TRUE
Creepy Tik Toks You Should Not watch before bed,https://youtube.com/watch?v=dAopbAYzM08,https://i.ytimg.com/vi/dAopbAYzM08/sddefault.jpg,VVkuS64AR80,manipulated,FALSE
Story of Bucket Conflict - Balti ki Jung,https://www.youtube.com/watch?v=LorzRCMhHwM,https://i.ytimg.com/vi/LorzRCMhHwM/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB7gh3I_WK0Mp5HTAJanntz0TmEfw,LorzRCMhHwM,misleading,FALSE
Roof of Airplane Blew off at 24000ft - Story of Aloha Airline,https://www.youtube.com/watch?v=k2PQS9kukqE,https://i.ytimg.com/vi/k2PQS9kukqE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAHtrcjQ1peFtEdSfjBNw5Kr4F73A,k2PQS9kukqE,FALSE,FALSE
Narendra Modi All Funny Visits Punjabi Dubbing Tezabi Totay,https://www.youtube.com/watch?v=PohgRTrVF-w,https://i.ytimg.com/vi/PohgRTrVF-w/maxresdefault.jpg,PohgRTrVF-w,paroday,FALSE
DO Not MISS These LIFE SKILLS! ELSE REGRET LATER | @Coding Ninjas,https://youtube.com/watch?v=2Sy2Msb8ibM,https://i.ytimg.com/vi/2Sy2Msb8ibM/hqdefault.jpg,2Sy2Msb8ibM,imposter content,FALSE
Can This Bread Make You Laugh?,https://youtube.com/watch?v=VlqPCQgpb7g,https://i.ytimg.com/vi/VlqPCQgpb7g/sddefault.jpg,tVqxCA-pnio,manipulated,FALSE
Saleem Safi Special | Khabardar With Aftab Iqbal,https://www.youtube.com/watch?v=GJiPV8md_hY,https://i.ytimg.com/vi/GJiPV8md_hY/maxresdefault.jpg,GJiPV8md_hY,paroday,FALSE
7 Scary Toys That Will Give You Chills - Khofnak Khilonay,https://www.youtube.com/watch?v=Ms2ThgmpkOs,https://i.ytimg.com/vi/Ms2ThgmpkOs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAprjH6VEWEWmu1Z7QwTK46HoeQdQ,Ms2ThgmpkOs,misleading,FALSE
The Great Salmon Scam | Ep. 9 | Minecraft Empires 1.17,https://youtube.com/watch?v=_O9OPMSdBEs,https://i.ytimg.com/vi/_O9OPMSdBEs/sddefault.jpg,F9b0fi7p3Ts,manipulated,FALSE
Robin Schulz – Mood Mix To Cry To,https://youtube.com/watch?v=uWPm2pnd2yA,https://i.ytimg.com/vi/uWPm2pnd2yA/sddefault.jpg,VAqdVzNPnA4,manipulated,FALSE
How Old Paintings Are Professionally Restored | Refurbished | Art Insider,https://www.youtube.com/watch?v=fd97OJtYtZw,https://i.ytimg.com/vi/fd97OJtYtZw/hqdefault.jpg,fd97OJtYtZw,TRUE,TRUE
Inside ISIS and the Iraq Caliphate,https://youtube.com/watch?v=yvE-ZYTziTU,https://i.ytimg.com/vi/yvE-ZYTziTU/sddefault.jpg,yvE-ZYTziTU,TRUE,TRUE
Imran Khan Ki Secret Videos Kon Samne Lae ga? Arif Hameed Bhatti Ke Lahore Jalsa Se Pehle Inkishafat,https://www.youtube.com/watch?v=1jAQOUqcZGo,https://i.ytimg.com/vi/1jAQOUqcZGo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD731pKkKUzifyKpNsVDVyZ_2BxaA,1jAQOUqcZGo,TRUE,TRUE
£6500 gold coin purchase,https://youtube.com/watch?v=3IVWr633jNQ,https://i.ytimg.com/vi/3IVWr633jNQ/sddefault.jpg,3IVWr633jNQ,TRUE,TRUE
Matka Daal Chawal With Mint Chatni - Mitti Ke Bartan Me Khane Ka Munfarid Idea,https://www.youtube.com/watch?v=xmv1DqdOjZY,https://i.ytimg.com/vi/xmv1DqdOjZY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCqCreEu-TU8iWAQuC_59WTaYgC-Q,xmv1DqdOjZY,TRUE,TRUE
The Most Viewed Cringe Clips of All Time  Cringe Compilation 2018,https://youtube.com/watch?v=DncMikXtj18,https://i.ytimg.com/vi/DncMikXtj18/hqdefault.jpg,UOz7YuWFnnQ,manipulated,FALSE
মাথানষ্ট দামেUsed Bike|SecondHand Bike Price In Bangladesh 2022|UsedBike Barishal 2022|bdBarisalvlog,https://youtube.com/watch?v=r07rlEfNKJM,https://i.ytimg.com/vi/r07rlEfNKJM/hqdefault.jpg,r07rlEfNKJM,TRUE,TRUE
Tips on how to feed your baby from 6 to 12 months | UNICEF,https://youtube.com/watch?v=zZk9yQrWdAg,https://i.ytimg.com/vi/zZk9yQrWdAg/sddefault.jpg,qC50VTNLVsY,TRUE,TRUE
Imran Khan || vs Nawaz Sharif || funny videos 2022 || Top New Funny Videos lusted punjabi movie,https://www.youtube.com/watch?v=YlcBJ7XIxi0,https://i.ytimg.com/vi/YlcBJ7XIxi0/maxresdefault.jpg,YlcBJ7XIxi0,manipulated,FALSE
Nikkah Plans | Khala's Family | Nashpati Prime,https://www.youtube.com/watch?v=An6CXv-3vBk,https://i.ytimg.com/vi/An6CXv-3vBk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDD0lFqU5vJXP6QzQQ7Alzf-2B65g,An6CXv-3vBk,paroday,FALSE
Tiësto & KSHMR feat. Vassy - Secrets (Official Music Video),https://youtube.com/watch?v=Dr1nN__-2Po,https://i.ytimg.com/vi/Dr1nN__-2Po/sddefault.jpg,tEIRynRpVHo,manipulated,FALSE
Sar-e-Aam | Iqrar Ul Hassan | ARYNews | 28 June 2019,https://www.youtube.com/watch?v=cUSExwszwYk,https://i.ytimg.com/vi/cUSExwszwYk/hqdefault.jpg,cUSExwszwYk,TRUE,TRUE
People having a Bad Day - Reality Tv,https://www.youtube.com/watch?v=Iuqa9Nd5Xgw,https://i.ytimg.com/vi/Iuqa9Nd5Xgw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCLdoy5efFADiy-IINYOsQlpDIpKw,Iuqa9Nd5Xgw,misleading,FALSE
Qatar Dunya Ka Ameer Tareen Mulk Kaise Bana - Story of Qatar,https://www.youtube.com/watch?v=mv8R39nB1EM,https://i.ytimg.com/vi/mv8R39nB1EM/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLALVUK5ng_P270GPKUSveSmVjsy5g,mv8R39nB1EM,misleading,FALSE
Best of To Be Honest presented by Telenor 4G | Shaista Lodhi | Tabish Hashmi | Nashpati Prime,https://www.youtube.com/watch?v=Jip3RV-55XM,https://i.ytimg.com/vi/Jip3RV-55XM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBRFQq_j8GnuKS3oxKZZdT-OajC4Q,Jip3RV-55XM,paroday,FALSE
Top 5 Biggest Mistakes made By Doctors | Top 5 | Biggest Mistakes in World | Shan Ali TV,https://www.youtube.com/watch?v=ZcnKbH5w7EY,https://i.ytimg.com/vi/ZcnKbH5w7EY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCta4_RWJm5-Ac7z0Sfvv6y2csjiw,ZcnKbH5w7EY,manipulated,FALSE
Iman par Khatma ki Dua | Iman par Maut | Marte Waqt Kalma | Wazifa | By Engineer Muhammad Ali Mirza,https://www.youtube.com/watch?v=AGe1BwsEuiA,https://i.ytimg.com/vi/AGe1BwsEuiA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDx0EtqrAwRGkG9cihU0UbTHj3k-Q,AGe1BwsEuiA,TRUE,TRUE
"DHA Quetta: 3 Kanal Files = 1 Early Bird, which choice is better for investment purpose | DHAQ Ali",https://www.youtube.com/watch?v=3svv5UnoMcY,https://i.ytimg.com/vi/3svv5UnoMcY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAc7D35PdF_4qfdKQ-81qoBnEBbsw,3svv5UnoMcY,misleading,FALSE
To Be Honest 3.0 Presented by Telenor 4G | Hiba Bukhari | Tabish Hashmi | Full Episode,https://www.youtube.com/watch?v=5qgU_udytfk,https://i.ytimg.com/vi/5qgU_udytfk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvRUdR-P5mh4n8aybMgfy1AYIxyQ,5qgU_udytfk,paroday,FALSE
All Yamaha Bike Update Price and Specifications in Bangladesh at Feb 2021 |Yamaha Bike Price Review,https://youtube.com/watch?v=sTs0f0KBfBU,https://i.ytimg.com/vi/sTs0f0KBfBU/sddefault.jpg,sTs0f0KBfBU,TRUE,TRUE
The Vault! | (Mr Bean Cartoon) | Mr Bean Full Episodes | Mr Bean Comedy,https://www.youtube.com/watch?v=ZgnCiZhOXoM,https://i.ytimg.com/vi/ZgnCiZhOXoM/hqdefault.jpg,ZgnCiZhOXoM,paroday,FALSE
"The Sopranos Season 1 Ep. 2 ""46 Long"" Reaction and Review - Part 1",https://youtube.com/watch?v=-1Qo6XgFE70,https://i.ytimg.com/vi/-1Qo6XgFE70/sddefault.jpg,1Qo6XgFE70,TRUE,TRUE
Comparison: Cringiest Things,https://youtube.com/watch?v=ZgPBM7zvnQc,https://i.ytimg.com/vi/ZgPBM7zvnQc/sddefault.jpg,7fzmcu75QSs,paroday,FALSE
How to Use Your Nebulizer,https://youtube.com/watch?v=UKUClmyRC2Q,https://i.ytimg.com/vi/UKUClmyRC2Q/sddefault.jpg,SNNuD-C3aX0,manipulated,FALSE
EVERY ACRE - Indiana Farming Goes Big with Drip Irrigation,https://youtube.com/watch?v=GPfovMDKw20,https://i.ytimg.com/vi/GPfovMDKw20/sddefault.jpg,GPfovMDKw20,TRUE,TRUE
"I Lost $7,000 on Fake Luxury Items.. or did I?",https://www.youtube.com/watch?v=Cg_TkQkfJEA,https://i.ytimg.com/vi/Cg_TkQkfJEA/hqdefault.jpg,Cg_TkQkfJEA,manipulated,FALSE
FUNNIEST TIKTOKS i laughed TEARS watching [Try Not To Laugh Tik Tok 5],https://youtube.com/watch?v=kYmAbnf7Ra0,https://i.ytimg.com/vi/kYmAbnf7Ra0/sddefault.jpg,BKG5_LMywdk,TRUE,TRUE
Teaser 01 | Cesarean Specialist ki Choti Choti Khushiyan | The Informal Show  | Nashpati Prime,https://www.youtube.com/watch?v=Ec9XTU6GJbU,https://i.ytimg.com/vi/Ec9XTU6GJbU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAeRFRwTLJqk43BbKIjg3d_RCnX5w,Ec9XTU6GJbU,misleading,FALSE
So Bare Shelves and Food Shortages are Everywhere? Its Wal Mart Time Again July 15th 2022,https://youtube.com/watch?v=ByRq4vntUts,https://i.ytimg.com/vi/ByRq4vntUts/sddefault.jpg,CI51kxOTIpw,paroday,FALSE
2018 Yamaha Niken First Ride | Three-Wheeled Motorcycle Review,https://youtube.com/watch?v=f_i8yJoBt3U,https://i.ytimg.com/vi/f_i8yJoBt3U/sddefault.jpg,f_i8yJoBt3U,TRUE,TRUE
Bakra Eid Special Budget Recipes Collection 1 By Food Fusion (Bakra Eid Special),https://youtube.com/watch?v=DKm0ciD5l1g,https://i.ytimg.com/vi/DKm0ciD5l1g/hqdefault.jpg,DKm0ciD5l1g,TRUE,TRUE
"FRANKFURT 2019 🇩🇪 Alemania - Qué ver, Presupuesto, Tips",https://www.youtube.com/watch?v=jSCpvFx-36g,https://i.ytimg.com/vi/jSCpvFx-36g/hqdefault.jpg,jSCpvFx-36g,FALSE,FALSE
Naveen Ul Haq | Afghanistan | T20 Players To Watch,https://youtube.com/watch?v=B-cAl_FiOa0,https://i.ytimg.com/vi/B-cAl_FiOa0/sddefault.jpg,Uk8yBj8AdrE,TRUE,TRUE
@Strawberry Smell in Hindi - Cilek Kokusu Episode 6 | Turkish Dramas | स्ट्रॉबेरी गंध,https://youtube.com/watch?v=F4JjrBNEESg,https://i.ytimg.com/vi/F4JjrBNEESg/sddefault.jpg,IFe6ag34eMg,paroday,FALSE
Top 10 Interesting Facts About Bushra Bibi (Pinki Peerni),https://www.youtube.com/watch?v=SK1_EfFsTlw,https://i.ytimg.com/vi/SK1_EfFsTlw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCRjA-ITLK8LqWGifFQRr4QzCDpGQ,SK1_EfFsTlw,misleading,FALSE
[NEW CODE]💠HOW TO GET FIRE SHARDS * EASIEST METHOD* & MIHAWK SHOWCASE ANIME ADVENTURES TD ROBLOX,https://youtube.com/watch?v=RMMqzjIjk2w,https://i.ytimg.com/vi/RMMqzjIjk2w/sddefault.jpg,dSQZhWoY_Ds,manipulated,FALSE
Suri Annie and Sammy Funny Kids Adventure stories | Video Compilation,https://youtube.com/watch?v=xM5_BJFy8ZU,https://i.ytimg.com/vi/xM5_BJFy8ZU/hqdefault.jpg,xM5_BJFy8ZU,TRUE,TRUE
Was The Moon Landing Fake? Down The Conspiracy Rabbit Hole | Taco Bell + Cheesy Queso Mukbang,https://youtube.com/watch?v=3gwqVRHjsBc,https://i.ytimg.com/vi/3gwqVRHjsBc/sddefault.jpg,hDxKCi8RGsY,manipulated,FALSE
Pringles fusion chutney flavour review | lays | chaat | recipe | try it | product reviews,https://www.youtube.com/watch?v=9AFwJZMC7Jw,https://i.ytimg.com/vi/9AFwJZMC7Jw/hqdefault.jpg,9AFwJZMC7Jw,FALSE,FALSE
Mobile Drip Irrigation,https://youtube.com/watch?v=3yT9yiyjB-4,https://i.ytimg.com/vi/3yT9yiyjB-4/sddefault.jpg,3yT9yiyjB-4,TRUE,TRUE
What Happened With Ali Sadpara and John Snorri At K2 | Mountaineer Garrett Madison Interview,https://www.youtube.com/watch?v=nVseQH9kJVY,https://i.ytimg.com/vi/nVseQH9kJVY/maxresdefault.jpg,nVseQH9kJVY,manipulated,FALSE
American Psycho with Huey Lewis and Weird Al,https://youtube.com/watch?v=Fk15H6PjBis,https://i.ytimg.com/vi/Fk15H6PjBis/hqdefault.jpg,8PmM6SUn7Es,TRUE,TRUE
“We Got Too Much Gold Coming!” Crew Find $89k Of Gold | Gold Rush: Hoffman Family Gold,https://www.youtube.com/watch?v=WCYnZBpMtkw,https://i.ytimg.com/vi/WCYnZBpMtkw/hqdefault.jpg,WCYnZBpMtkw,TRUE,TRUE
Suhana Khan Lifestyle | Shahrukh Khan daughter | Biography | Age | Net worth | Cars | Bollywood,https://www.youtube.com/watch?v=XE6zX6Zv4lU,https://i.ytimg.com/vi/XE6zX6Zv4lU/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBSsNVGqevTvwSC4687u4fb-Y2_VA,XE6zX6Zv4lU,misleading,FALSE
FBR Collects Rs 6tr In Taxes,https://www.youtube.com/watch?v=b32iakAlnWU,https://i.ytimg.com/vi/b32iakAlnWU/maxresdefault.jpg,b32iakAlnWU,TRUE,TRUE
KPK Celebrates Eid-ul-Fitr Today | Eid Sighting 2022 in pakistan | News Bulletin at 12 AM,https://www.youtube.com/watch?v=06vsGOcNIxo,https://i.ytimg.com/vi/06vsGOcNIxo/hqdefault.jpg,06vsGOcNIxo,TRUE,TRUE
WordPress Tutorial - How to Make a WordPress Website for Beginners,https://youtube.com/watch?v=DvbFBxKcORA,https://i.ytimg.com/vi/DvbFBxKcORA/sddefault.jpg,8ugH3cIr6Iw,paroday,FALSE
Gravitas: North Korea is upset with Pakistan: Here's Why,https://youtube.com/watch?v=bEUltPKIIG0,https://i.ytimg.com/vi/bEUltPKIIG0/sddefault.jpg,Bd3eFxZcv3o,TRUE,TRUE
Murde ko QURAN Bakshna | Ummat ki Pasti ki Wajah | Wahhabi Beliefs | By Engineer Muhammad Ali Mirza,https://www.youtube.com/watch?v=YvB18rzpFTg,https://i.ytimg.com/vi/YvB18rzpFTg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC2Zt-DGQ_oSZlNKDp5IZgr9XICdg,YvB18rzpFTg,TRUE,TRUE
NARI'S CREEPY BLANKET FORT 👀 | Toca Life Stories,https://youtube.com/watch?v=VY64zjA5xA0,https://i.ytimg.com/vi/VY64zjA5xA0/sddefault.jpg?v=5f17de7c,UIK-BGi2maY,manipulated,FALSE
Student life/Leisure time/Germany,https://www.youtube.com/watch?v=APkx6MeAZPI,https://i.ytimg.com/vi/APkx6MeAZPI/hqdefault.jpg,APkx6MeAZPI,TRUE,TRUE
Ulama se zyada Sawal pochna haram ?? | Quran & Shariat ka ilm | By Engineer Muhammad Ali Mirza,https://www.youtube.com/watch?v=j0B2gA1fF_w,https://i.ytimg.com/vi/j0B2gA1fF_w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDLfFALxCx68o0ZDa04dwQxTN25bQ,j0B2gA1fF_w,TRUE,TRUE
Shahbaz Bachy Sara Mall Mery Pas Lay Awo 😄,https://www.youtube.com/watch?v=y1CXASCf3EM,https://i.ytimg.com/vi/y1CXASCf3EM/maxresdefault.jpg,y1CXASCf3EM,manipulated,FALSE
Photoshop Tutorial: How to Create LOW POLY Graphics from Photos,https://youtube.com/watch?v=UQyOqH9Q2GE,https://i.ytimg.com/vi/UQyOqH9Q2GE/sddefault.jpg,zn3pCdou5Ic,manipulated,FALSE
ALIEN KI SHADI IN NIDA YASIR SHOW - UFO sighting in Karachi - Are Aliens Jinnat? - Sana's Bucket,https://www.youtube.com/watch?v=cjdZyPOdYTo,https://i.ytimg.com/vi/cjdZyPOdYTo/maxresdefault.jpg,cjdZyPOdYTo,paroday,FALSE
Ajj Saba Qamar Ney Babar Azam Keliya Tamam Haden parr kr dein || Shad Sports,https://www.youtube.com/watch?v=RnTZxrWgU7M,https://i.ytimg.com/vi/RnTZxrWgU7M/hqdefault.jpg,RnTZxrWgU7M,imposter content,FALSE
"CGI 3D Animated Short: ""Take Me Home"" - by Nair Archawattana | TheCGBros",https://youtube.com/watch?v=D_Rx4qZ8QRc,https://i.ytimg.com/vi/D_Rx4qZ8QRc/sddefault.jpg,D_Rx4qZ8QRc,manipulated,FALSE
DO NOT WATCH PENNYWISE MOVIE AT 3 AM!! *HE CAME AFTER US*,https://youtube.com/watch?v=ufI3a655Mc8,https://i.ytimg.com/vi/ufI3a655Mc8/sddefault.jpg,8OvZMdylgnM,manipulated,FALSE
Is Riding Without a Muffler Bad For Your Bike? | MC Garage,https://youtube.com/watch?v=KdWyDOvLzuE,https://i.ytimg.com/vi/KdWyDOvLzuE/sddefault.jpg,KdWyDOvLzuE,TRUE,TRUE
"Ishk Par Zor Nahi - Ep 55 - Full Episode - 28th May, 2021",https://youtube.com/watch?v=8II3m_2cfBg,https://i.ytimg.com/vi/8II3m_2cfBg/sddefault.jpg,8II3m_2cfBg,TRUE,TRUE
A Journey of a Great Writer | Qasim Ali Shah,https://www.youtube.com/watch?v=-81ph0hnXzs,https://i.ytimg.com/vi/-81ph0hnXzs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBsCyjkXa54jd4t82SuCZCQxjV8gA,-81ph0hnXzs,manipulated,FALSE
Best Fireworks Festival &quot;Nagaoka&quot; Nigata JAPAN,https://www.youtube.com/watch?v=CWYKpwlVGso,https://i.ytimg.com/vi/CWYKpwlVGso/hqdefault.jpg,CWYKpwlVGso,manipulated,FALSE
dil dil pakistan - Junaid Jamshed | HD | Dhanak TV USA,https://www.youtube.com/watch?v=56JDIDcrJx0,https://i.ytimg.com/vi/56JDIDcrJx0/hqdefault.jpg,56JDIDcrJx0,TRUE,TRUE
How to Set Your Own Video as Android Background Wallpaper,https://youtube.com/watch?v=CJqRA1TW1oQ,https://i.ytimg.com/vi/CJqRA1TW1oQ/sddefault.jpg,z2iRZCvzFwg,manipulated,FALSE
Girl Texted Deceased Father's Phone for 4 Years Received an Emotional Reply,https://www.youtube.com/watch?v=XaqWDj4-FnY,https://i.ytimg.com/vi/XaqWDj4-FnY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDuUhczWP4vQ6xaTBuqik67zYVsmQ,XaqWDj4-FnY,misleading,FALSE
10  Shocking Jobs in the World -- Ajeeb o Ghareeb Nokrian,https://www.youtube.com/watch?v=o6C8Y1j8zDg,https://i.ytimg.com/vi/o6C8Y1j8zDg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAudv2NGa0BgBSwKlD52D-u-sic0Q,o6C8Y1j8zDg,FALSE,FALSE
25 Unusual Dessert Recipes With Regular Ingredients,https://youtube.com/watch?v=0NUMUHfjcFc,https://i.ytimg.com/vi/0NUMUHfjcFc/hqdefault.jpg,0NUMUHfjcFc,FALSE,FALSE
New Senator Dummy Yousuf Raza Gillani's post-victory speech,https://www.youtube.com/watch?v=ZeVv7EngHlg,https://i.ytimg.com/vi/ZeVv7EngHlg/maxresdefault.jpg,ZeVv7EngHlg,paroday,FALSE
Homemade Dill Pickles - How to Make Naturally Fermented Pickles,https://youtube.com/watch?v=hQgYj6y0IBg,https://i.ytimg.com/vi/hQgYj6y0IBg/sddefault.jpg,x49NAAOQyRA,TRUE,TRUE
Plant a Tree Children Song for baby| Earth Day | Arbor Day | Nursery Rhyme song | Miss Patty,https://www.youtube.com/watch?v=dxyNZTy1uRA,https://i.ytimg.com/vi/dxyNZTy1uRA/hqdefault.jpg,dxyNZTy1uRA,TRUE,TRUE
India Ka Arab Patti Barber - Jis Kay Paas 200 Garian Hain,https://www.youtube.com/watch?v=gbGh3JnCsD0,https://i.ytimg.com/vi/gbGh3JnCsD0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA7bavNKtsJQjJZXKED4mi9I44Wkg,gbGh3JnCsD0,misleading,FALSE
QURAN parhte Waqt Paon ko Touch karna ?? | Tilawat e QURAN Pak !! | By Engineer Muhammad Ali Mirza,https://www.youtube.com/watch?v=qMZhrqYH2VE,https://i.ytimg.com/vi/qMZhrqYH2VE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDlVQNn_2ufOP_pgYuUeD5MdLvHwg,qMZhrqYH2VE,TRUE,TRUE
FPCCI demands to fix the dollar price for next 15 days,https://www.youtube.com/watch?v=nwYDmWAqljE,https://i.ytimg.com/vi/nwYDmWAqljE/maxresdefault.jpg,nwYDmWAqljE,TRUE,TRUE
Top 10 People Who Forgot They were Live,https://www.youtube.com/watch?v=8kO6Tlr9vKE,https://i.ytimg.com/vi/8kO6Tlr9vKE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDeA42k_fsgFgCZsW50QpsDRmvGqw,8kO6Tlr9vKE,manipulated,FALSE
HOW DOES A BMW M1000RR SOUND WITH A FULL AKRAPOVIC RACE SYSTEM? 🔥🔞,https://youtube.com/watch?v=uxlwAYqdoPo,https://i.ytimg.com/vi/uxlwAYqdoPo/hqdefault.jpg,uxlwAYqdoPo,TRUE,TRUE
Yamaha’s MT-09 offers a performance:price ratio the competition just can’t match.,https://youtube.com/watch?v=AkPfgmMcYCM,https://i.ytimg.com/vi/AkPfgmMcYCM/hqdefault.jpg,AkPfgmMcYCM,TRUE,TRUE
How to Build a Raised Garden Bed with Drip Irrigation - Inexpensive & Easy,https://youtube.com/watch?v=P86oiKTzuAo,https://i.ytimg.com/vi/P86oiKTzuAo/sddefault.jpg,P86oiKTzuAo,TRUE,TRUE
